Teks,Label
Longsor dahsyat di Sumatera Utara akibat hujan lebat menyebabkan kerusakan parah pada 14 Oktober 2001.,Tanah Longsor
Longsor dahsyat di Jakarta akibat hujan deras menyebabkan kerusakan parah pada 8 Juli 2010.,Tanah Longsor
Tanah longsor di Kalimantan Barat menyapu akses jalan utama pada 1 Januari 2008.,Tanah Longsor
Wilayah Lampung terganggu akibat longsor yang merusak lereng bukit pada 21 Juni 2009.,Tanah Longsor
"hujan deras memicu longsor di Sulawesi Selatan, warga terpaksa menyelamatkan diri pada 6 Agustus 2010.",Tanah Longsor
Wilayah Lampung terganggu akibat longsor yang menghantam lereng bukit pada 4 Desember 2010.,Tanah Longsor
Longsor dahsyat di Sulawesi Tengah akibat hujan deras menyebabkan retakan dinding pada 8 Juli 2000.,Tanah Longsor
Wilayah Jawa Timur terganggu akibat longsor yang menghantam lereng bukit pada 20 September 2004.,Tanah Longsor
Wilayah Nusa Tenggara Timur terganggu akibat longsor yang menerjang lereng bukit pada 24 Februari 2021.,Tanah Longsor
Tanah longsor di Sulawesi Barat menghantam akses jalan utama pada 26 Maret 2016.,Tanah Longsor
Longsor dahsyat di Maluku Utara akibat badai hujan menyebabkan kehancuran bangunan pada 25 Januari 2019.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Riau, warga terpaksa menyelamatkan diri pada 23 September 2012.",Tanah Longsor
Tanah longsor di Kalimantan Barat menerjang akses jalan utama pada 25 Januari 2020.,Tanah Longsor
Wilayah Nusa Tenggara Timur terganggu akibat longsor yang merusak lereng bukit pada 20 April 2019.,Tanah Longsor
"badai hujan memicu longsor di Jakarta, warga terpaksa menyelamatkan diri pada 1 Mei 2015.",Tanah Longsor
Longsor dahsyat di Kalimantan Tengah akibat badai hujan menyebabkan kehancuran bangunan pada 28 Juni 2016.,Tanah Longsor
Tanah longsor di Papua merusak akses jalan utama pada 22 Mei 2012.,Tanah Longsor
Longsor dahsyat di Jambi akibat curah hujan ekstrem menyebabkan runtuhnya rumah pada 5 Februari 2014.,Tanah Longsor
Wilayah Nusa Tenggara Timur terganggu akibat longsor yang menyapu lereng bukit pada 26 Januari 2000.,Tanah Longsor
Longsor dahsyat di Kalimantan Tengah akibat badai hujan menyebabkan retakan dinding pada 21 Februari 2009.,Tanah Longsor
Wilayah Sulawesi Utara terganggu akibat longsor yang menyapu lereng bukit pada 17 Januari 2020.,Tanah Longsor
"badai hujan memicu longsor di Kalimantan Timur, warga terpaksa dievakuasi pada 14 September 2017.",Tanah Longsor
Longsor dahsyat di Jawa Tengah akibat hujan lebat menyebabkan kehancuran bangunan pada 3 Agustus 2005.,Tanah Longsor
Wilayah Kepulauan Riau terganggu akibat longsor yang menyapu lereng bukit pada 14 Februari 2002.,Tanah Longsor
Wilayah Nusa Tenggara Barat terganggu akibat longsor yang menghantam lereng bukit pada 16 November 2001.,Tanah Longsor
Longsor dahsyat di Nusa Tenggara Barat akibat hujan deras menyebabkan kerusakan parah pada 25 November 2012.,Tanah Longsor
Wilayah Jawa Tengah terganggu akibat longsor yang menerjang lereng bukit pada 20 Desember 2004.,Tanah Longsor
Longsor dahsyat di Kalimantan Tengah akibat curah hujan ekstrem menyebabkan kerusakan parah pada 2 Januari 2004.,Tanah Longsor
Tanah longsor di Kalimantan Utara menyapu akses jalan utama pada 24 Agustus 2015.,Tanah Longsor
Longsor dahsyat di Aceh akibat hujan deras menyebabkan kehancuran bangunan pada 25 Juni 2018.,Tanah Longsor
Longsor dahsyat di Sumatera Utara akibat hujan deras menyebabkan kerusakan parah pada 8 Februari 2020.,Tanah Longsor
Longsor dahsyat di Yogyakarta akibat hujan deras menyebabkan runtuhnya rumah pada 3 Mei 2014.,Tanah Longsor
"badai hujan memicu longsor di Kalimantan Barat, warga terpaksa menyelamatkan diri pada 11 Januari 2014.",Tanah Longsor
Tanah longsor di Sulawesi Utara menerjang akses jalan utama pada 23 Desember 2006.,Tanah Longsor
"badai hujan memicu longsor di Jawa Timur, warga terpaksa berlindung pada 2 Oktober 2015.",Tanah Longsor
Wilayah Nusa Tenggara Timur terganggu akibat longsor yang merusak lereng bukit pada 13 Februari 2019.,Tanah Longsor
"badai hujan memicu longsor di Sulawesi Tenggara, warga terpaksa mengungsi pada 6 Desember 2023.",Tanah Longsor
"hujan lebat memicu longsor di Riau, warga terpaksa berlindung pada 2 Mei 2002.",Tanah Longsor
Longsor dahsyat di Yogyakarta akibat hujan deras menyebabkan runtuhnya rumah pada 17 September 2000.,Tanah Longsor
Tanah longsor di Kepulauan Riau menghantam akses jalan utama pada 24 Desember 2019.,Tanah Longsor
Wilayah Jakarta terganggu akibat longsor yang menerjang lereng bukit pada 22 Maret 2022.,Tanah Longsor
Longsor dahsyat di Jakarta akibat hujan deras menyebabkan runtuhnya rumah pada 25 April 2023.,Tanah Longsor
Wilayah Nusa Tenggara Timur terganggu akibat longsor yang menyapu lereng bukit pada 2 September 2006.,Tanah Longsor
Longsor dahsyat di Bali akibat badai hujan menyebabkan retakan dinding pada 22 Oktober 2017.,Tanah Longsor
Wilayah Gorontalo terganggu akibat longsor yang menerjang lereng bukit pada 20 Mei 2005.,Tanah Longsor
Wilayah Sumatera Utara terganggu akibat longsor yang menerjang lereng bukit pada 9 April 2002.,Tanah Longsor
Longsor dahsyat di Sulawesi Selatan akibat hujan deras menyebabkan retakan dinding pada 19 Agustus 2003.,Tanah Longsor
"badai hujan memicu longsor di Sulawesi Barat, warga terpaksa menyelamatkan diri pada 18 Januari 2018.",Tanah Longsor
Wilayah Kalimantan Timur terganggu akibat longsor yang merusak lereng bukit pada 28 Maret 2016.,Tanah Longsor
Longsor dahsyat di Kalimantan Timur akibat badai hujan menyebabkan retakan dinding pada 22 Januari 2002.,Tanah Longsor
Tanah longsor di Sulawesi Barat menyapu akses jalan utama pada 21 Juni 2012.,Tanah Longsor
Tanah longsor di Kalimantan Timur menyapu akses jalan utama pada 11 Desember 2016.,Tanah Longsor
Longsor dahsyat di Jambi akibat hujan deras menyebabkan kerusakan parah pada 12 September 2010.,Tanah Longsor
"badai hujan memicu longsor di Sulawesi Tenggara, warga terpaksa menyelamatkan diri pada 28 Maret 2001.",Tanah Longsor
Tanah longsor di Kalimantan Tengah merusak akses jalan utama pada 24 Februari 2007.,Tanah Longsor
"hujan deras memicu longsor di Banten, warga terpaksa mengungsi pada 21 Juli 2011.",Tanah Longsor
Longsor dahsyat di Maluku Utara akibat badai hujan menyebabkan kehancuran bangunan pada 16 Desember 2013.,Tanah Longsor
Wilayah Kalimantan Utara terganggu akibat longsor yang merusak lereng bukit pada 19 Maret 2005.,Tanah Longsor
"badai hujan memicu longsor di Nusa Tenggara Barat, warga terpaksa menyelamatkan diri pada 10 Maret 2004.",Tanah Longsor
Longsor dahsyat di Gorontalo akibat hujan lebat menyebabkan kehancuran bangunan pada 6 April 2009.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Sulawesi Barat, warga terpaksa berlindung pada 24 Juni 2007.",Tanah Longsor
Longsor dahsyat di Jawa Tengah akibat hujan lebat menyebabkan kehancuran bangunan pada 26 Januari 2008.,Tanah Longsor
"badai hujan memicu longsor di Maluku Utara, warga terpaksa dievakuasi pada 17 Agustus 2013.",Tanah Longsor
Tanah longsor di Banten menerjang akses jalan utama pada 11 Juni 2008.,Tanah Longsor
Longsor dahsyat di Kepulauan Riau akibat badai hujan menyebabkan runtuhnya rumah pada 4 November 2022.,Tanah Longsor
Wilayah Lampung terganggu akibat longsor yang menyapu lereng bukit pada 17 Maret 2010.,Tanah Longsor
Tanah longsor di Bangka Belitung menerjang akses jalan utama pada 21 Oktober 2002.,Tanah Longsor
"badai hujan memicu longsor di Bengkulu, warga terpaksa dievakuasi pada 28 Juni 2021.",Tanah Longsor
Tanah longsor di Kalimantan Timur menyapu akses jalan utama pada 2 Januari 2022.,Tanah Longsor
Tanah longsor di Kalimantan Utara menghantam akses jalan utama pada 3 Juni 2017.,Tanah Longsor
Longsor dahsyat di Bali akibat badai hujan menyebabkan kerusakan parah pada 10 September 2003.,Tanah Longsor
Longsor dahsyat di Sumatera Utara akibat curah hujan ekstrem menyebabkan runtuhnya rumah pada 26 Februari 2002.,Tanah Longsor
Longsor dahsyat di Jawa Tengah akibat hujan lebat menyebabkan retakan dinding pada 7 Oktober 2020.,Tanah Longsor
Tanah longsor di Aceh menyapu akses jalan utama pada 24 September 2021.,Tanah Longsor
Tanah longsor di Aceh menerjang akses jalan utama pada 8 Oktober 2008.,Tanah Longsor
Longsor dahsyat di Kalimantan Timur akibat hujan deras menyebabkan runtuhnya rumah pada 4 Desember 2006.,Tanah Longsor
"hujan lebat memicu longsor di Sulawesi Utara, warga terpaksa berlindung pada 2 Mei 2001.",Tanah Longsor
"badai hujan memicu longsor di Kalimantan Utara, warga terpaksa menyelamatkan diri pada 5 April 2008.",Tanah Longsor
"hujan deras memicu longsor di Kalimantan Tengah, warga terpaksa berlindung pada 12 Februari 2010.",Tanah Longsor
Wilayah Bali terganggu akibat longsor yang menerjang lereng bukit pada 26 September 2017.,Tanah Longsor
Longsor dahsyat di Jawa Tengah akibat hujan lebat menyebabkan kerusakan parah pada 2 April 2014.,Tanah Longsor
Longsor dahsyat di Nusa Tenggara Barat akibat curah hujan ekstrem menyebabkan kerusakan parah pada 18 November 2021.,Tanah Longsor
Longsor dahsyat di Papua Barat akibat hujan lebat menyebabkan retakan dinding pada 27 Februari 2011.,Tanah Longsor
Longsor dahsyat di Gorontalo akibat curah hujan ekstrem menyebabkan retakan dinding pada 16 November 2014.,Tanah Longsor
Tanah longsor di Kalimantan Selatan merusak akses jalan utama pada 13 September 2002.,Tanah Longsor
Longsor dahsyat di Jambi akibat hujan lebat menyebabkan runtuhnya rumah pada 28 Januari 2000.,Tanah Longsor
Longsor dahsyat di Banten akibat hujan lebat menyebabkan kerusakan parah pada 14 November 2005.,Tanah Longsor
Tanah longsor di Sulawesi Tenggara menerjang akses jalan utama pada 4 Agustus 2008.,Tanah Longsor
Tanah longsor di Kalimantan Utara menghantam akses jalan utama pada 14 Juni 2012.,Tanah Longsor
"badai hujan memicu longsor di Nusa Tenggara Barat, warga terpaksa menyelamatkan diri pada 27 Mei 2021.",Tanah Longsor
"hujan lebat memicu longsor di Banten, warga terpaksa dievakuasi pada 22 Februari 2001.",Tanah Longsor
Longsor dahsyat di Papua akibat badai hujan menyebabkan runtuhnya rumah pada 20 Maret 2005.,Tanah Longsor
"hujan lebat memicu longsor di Sulawesi Utara, warga terpaksa mengungsi pada 13 Oktober 2012.",Tanah Longsor
Tanah longsor di Kalimantan Timur menerjang akses jalan utama pada 7 November 2023.,Tanah Longsor
"hujan lebat memicu longsor di Sumatera Selatan, warga terpaksa dievakuasi pada 4 Juni 2007.",Tanah Longsor
Wilayah Sulawesi Utara terganggu akibat longsor yang menghantam lereng bukit pada 18 April 2018.,Tanah Longsor
Tanah longsor di Kalimantan Selatan merusak akses jalan utama pada 19 Agustus 2010.,Tanah Longsor
Wilayah Bengkulu terganggu akibat longsor yang menerjang lereng bukit pada 25 Maret 2019.,Tanah Longsor
Longsor dahsyat di Nusa Tenggara Timur akibat badai hujan menyebabkan retakan dinding pada 22 Agustus 2006.,Tanah Longsor
Wilayah Kalimantan Utara terganggu akibat longsor yang menerjang lereng bukit pada 3 Juli 2005.,Tanah Longsor
Wilayah Jawa Barat terganggu akibat longsor yang menerjang lereng bukit pada 16 Januari 2019.,Tanah Longsor
Longsor dahsyat di Yogyakarta akibat hujan deras menyebabkan kehancuran bangunan pada 2 April 2000.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Nusa Tenggara Timur, warga terpaksa dievakuasi pada 27 Desember 2023.",Tanah Longsor
"hujan deras memicu longsor di Yogyakarta, warga terpaksa berlindung pada 2 November 2002.",Tanah Longsor
Tanah longsor di Kepulauan Riau menerjang akses jalan utama pada 19 Februari 2022.,Tanah Longsor
Longsor dahsyat di Riau akibat hujan lebat menyebabkan runtuhnya rumah pada 23 Januari 2008.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Yogyakarta, warga terpaksa berlindung pada 21 Juni 2002.",Tanah Longsor
"hujan lebat memicu longsor di Nusa Tenggara Barat, warga terpaksa menyelamatkan diri pada 8 Maret 2020.",Tanah Longsor
"badai hujan memicu longsor di Papua, warga terpaksa dievakuasi pada 11 Juni 2017.",Tanah Longsor
Tanah longsor di Sulawesi Barat menghantam akses jalan utama pada 25 Januari 2005.,Tanah Longsor
Longsor dahsyat di Kalimantan Tengah akibat badai hujan menyebabkan runtuhnya rumah pada 2 November 2021.,Tanah Longsor
Tanah longsor di Maluku merusak akses jalan utama pada 3 Juni 2014.,Tanah Longsor
Wilayah Sulawesi Selatan terganggu akibat longsor yang menyapu lereng bukit pada 16 Februari 2008.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Nusa Tenggara Barat, warga terpaksa berlindung pada 2 Januari 2002.",Tanah Longsor
Wilayah Jambi terganggu akibat longsor yang menyapu lereng bukit pada 21 Februari 2004.,Tanah Longsor
"badai hujan memicu longsor di Gorontalo, warga terpaksa menyelamatkan diri pada 19 Juni 2009.",Tanah Longsor
"curah hujan ekstrem memicu longsor di Nusa Tenggara Barat, warga terpaksa mengungsi pada 10 Februari 2007.",Tanah Longsor
"hujan lebat memicu longsor di Maluku Utara, warga terpaksa berlindung pada 23 Mei 2018.",Tanah Longsor
Wilayah Sumatera Barat terganggu akibat longsor yang merusak lereng bukit pada 16 Januari 2015.,Tanah Longsor
Longsor dahsyat di Bengkulu akibat hujan lebat menyebabkan kerusakan parah pada 18 Agustus 2016.,Tanah Longsor
Longsor dahsyat di Sumatera Selatan akibat hujan lebat menyebabkan kerusakan parah pada 28 Agustus 2003.,Tanah Longsor
Wilayah Bengkulu terganggu akibat longsor yang menghantam lereng bukit pada 27 Agustus 2016.,Tanah Longsor
Longsor dahsyat di Jawa Tengah akibat badai hujan menyebabkan retakan dinding pada 12 Juni 2005.,Tanah Longsor
Tanah longsor di Jawa Timur menghantam akses jalan utama pada 4 September 2004.,Tanah Longsor
Longsor dahsyat di Sumatera Selatan akibat hujan deras menyebabkan kerusakan parah pada 27 Mei 2015.,Tanah Longsor
Longsor dahsyat di Jambi akibat badai hujan menyebabkan kehancuran bangunan pada 16 November 2015.,Tanah Longsor
Tanah longsor di Sulawesi Tenggara merusak akses jalan utama pada 22 Agustus 2010.,Tanah Longsor
"hujan lebat memicu longsor di Aceh, warga terpaksa berlindung pada 21 Maret 2017.",Tanah Longsor
Wilayah Maluku Utara terganggu akibat longsor yang menerjang lereng bukit pada 20 Oktober 2005.,Tanah Longsor
Wilayah Maluku Utara terganggu akibat longsor yang merusak lereng bukit pada 11 September 2017.,Tanah Longsor
Tanah longsor di Kalimantan Barat menerjang akses jalan utama pada 15 Agustus 2009.,Tanah Longsor
Wilayah Nusa Tenggara Timur terganggu akibat longsor yang menerjang lereng bukit pada 10 November 2017.,Tanah Longsor
Longsor dahsyat di Lampung akibat badai hujan menyebabkan runtuhnya rumah pada 10 Januari 2015.,Tanah Longsor
Tanah longsor di Riau menyapu akses jalan utama pada 13 Maret 2009.,Tanah Longsor
Wilayah Sumatera Utara terganggu akibat longsor yang merusak lereng bukit pada 26 Februari 2011.,Tanah Longsor
Longsor dahsyat di Sulawesi Tenggara akibat hujan deras menyebabkan retakan dinding pada 14 Januari 2014.,Tanah Longsor
Tanah longsor di Banten menghantam akses jalan utama pada 11 Januari 2020.,Tanah Longsor
Tanah longsor di Lampung menghantam akses jalan utama pada 10 Juni 2012.,Tanah Longsor
Longsor dahsyat di Sumatera Utara akibat hujan lebat menyebabkan runtuhnya rumah pada 5 November 2018.,Tanah Longsor
Tanah longsor di Maluku merusak akses jalan utama pada 23 Juli 2019.,Tanah Longsor
Tanah longsor di Jawa Timur menghantam akses jalan utama pada 26 Mei 2014.,Tanah Longsor
Longsor dahsyat di Jawa Tengah akibat badai hujan menyebabkan retakan dinding pada 14 Januari 2003.,Tanah Longsor
Longsor dahsyat di Sumatera Selatan akibat hujan lebat menyebabkan runtuhnya rumah pada 19 November 2008.,Tanah Longsor
"badai hujan memicu longsor di Kalimantan Tengah, warga terpaksa mengungsi pada 21 September 2011.",Tanah Longsor
"hujan lebat memicu longsor di Sumatera Barat, warga terpaksa berlindung pada 26 Juli 2000.",Tanah Longsor
Longsor dahsyat di Lampung akibat badai hujan menyebabkan retakan dinding pada 3 Oktober 2003.,Tanah Longsor
Longsor dahsyat di Kalimantan Utara akibat hujan lebat menyebabkan kerusakan parah pada 27 April 2015.,Tanah Longsor
Longsor dahsyat di Sulawesi Tengah akibat badai hujan menyebabkan kerusakan parah pada 13 Juli 2021.,Tanah Longsor
Wilayah Bangka Belitung terganggu akibat longsor yang menghantam lereng bukit pada 3 Desember 2014.,Tanah Longsor
"hujan deras memicu longsor di Bali, warga terpaksa menyelamatkan diri pada 28 September 2018.",Tanah Longsor
"hujan deras memicu longsor di Yogyakarta, warga terpaksa mengungsi pada 20 November 2005.",Tanah Longsor
Longsor dahsyat di Aceh akibat curah hujan ekstrem menyebabkan kerusakan parah pada 3 November 2018.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Sulawesi Barat, warga terpaksa mengungsi pada 25 April 2011.",Tanah Longsor
Longsor dahsyat di Jambi akibat badai hujan menyebabkan kehancuran bangunan pada 25 Januari 2017.,Tanah Longsor
Longsor dahsyat di Kalimantan Barat akibat hujan lebat menyebabkan kehancuran bangunan pada 15 Februari 2000.,Tanah Longsor
"hujan lebat memicu longsor di Riau, warga terpaksa dievakuasi pada 23 Desember 2005.",Tanah Longsor
"hujan deras memicu longsor di Kalimantan Timur, warga terpaksa menyelamatkan diri pada 20 April 2000.",Tanah Longsor
"hujan lebat memicu longsor di Nusa Tenggara Barat, warga terpaksa dievakuasi pada 2 Juli 2010.",Tanah Longsor
Tanah longsor di Yogyakarta menyapu akses jalan utama pada 16 April 2015.,Tanah Longsor
Longsor dahsyat di Papua Barat akibat hujan lebat menyebabkan runtuhnya rumah pada 23 April 2012.,Tanah Longsor
Tanah longsor di Banten menyapu akses jalan utama pada 23 Maret 2001.,Tanah Longsor
Wilayah Sumatera Utara terganggu akibat longsor yang menerjang lereng bukit pada 13 Maret 2008.,Tanah Longsor
Tanah longsor di Nusa Tenggara Timur merusak akses jalan utama pada 11 Mei 2009.,Tanah Longsor
Wilayah Maluku Utara terganggu akibat longsor yang menghantam lereng bukit pada 5 Juli 2021.,Tanah Longsor
Tanah longsor di Gorontalo menerjang akses jalan utama pada 6 November 2009.,Tanah Longsor
Longsor dahsyat di Riau akibat badai hujan menyebabkan kerusakan parah pada 22 Maret 2009.,Tanah Longsor
Longsor dahsyat di Jambi akibat badai hujan menyebabkan runtuhnya rumah pada 25 November 2019.,Tanah Longsor
Wilayah Gorontalo terganggu akibat longsor yang menghantam lereng bukit pada 14 Januari 2004.,Tanah Longsor
Longsor dahsyat di Sulawesi Utara akibat hujan lebat menyebabkan runtuhnya rumah pada 8 Oktober 2018.,Tanah Longsor
Wilayah Papua Barat terganggu akibat longsor yang menerjang lereng bukit pada 22 Juli 2000.,Tanah Longsor
Longsor dahsyat di Sumatera Utara akibat badai hujan menyebabkan runtuhnya rumah pada 14 Februari 2014.,Tanah Longsor
Wilayah Riau terganggu akibat longsor yang merusak lereng bukit pada 11 Januari 2016.,Tanah Longsor
Wilayah Bengkulu terganggu akibat longsor yang menerjang lereng bukit pada 7 Oktober 2003.,Tanah Longsor
Wilayah Papua terganggu akibat longsor yang merusak lereng bukit pada 17 Mei 2006.,Tanah Longsor
Tanah longsor di Nusa Tenggara Barat merusak akses jalan utama pada 26 Juni 2014.,Tanah Longsor
"badai hujan memicu longsor di Nusa Tenggara Barat, warga terpaksa dievakuasi pada 9 Agustus 2003.",Tanah Longsor
Longsor dahsyat di Gorontalo akibat hujan lebat menyebabkan runtuhnya rumah pada 10 Juli 2014.,Tanah Longsor
Tanah longsor di Lampung menyapu akses jalan utama pada 27 Juli 2013.,Tanah Longsor
"hujan lebat memicu longsor di Yogyakarta, warga terpaksa berlindung pada 13 September 2012.",Tanah Longsor
Tanah longsor di Bangka Belitung menyapu akses jalan utama pada 9 Mei 2003.,Tanah Longsor
Wilayah Kalimantan Tengah terganggu akibat longsor yang menyapu lereng bukit pada 3 Juni 2023.,Tanah Longsor
Tanah longsor di Sulawesi Barat menyapu akses jalan utama pada 2 Februari 2018.,Tanah Longsor
Wilayah Nusa Tenggara Barat terganggu akibat longsor yang menghantam lereng bukit pada 17 September 2005.,Tanah Longsor
Tanah longsor di Maluku menyapu akses jalan utama pada 28 Agustus 2019.,Tanah Longsor
Longsor dahsyat di Lampung akibat curah hujan ekstrem menyebabkan runtuhnya rumah pada 7 Oktober 2005.,Tanah Longsor
Tanah longsor di Yogyakarta menerjang akses jalan utama pada 14 Juni 2013.,Tanah Longsor
Longsor dahsyat di Jambi akibat badai hujan menyebabkan runtuhnya rumah pada 23 Juni 2020.,Tanah Longsor
Tanah longsor di Aceh merusak akses jalan utama pada 15 November 2020.,Tanah Longsor
Wilayah Jawa Tengah terganggu akibat longsor yang menghantam lereng bukit pada 19 Desember 2012.,Tanah Longsor
Tanah longsor di Jambi merusak akses jalan utama pada 6 Desember 2020.,Tanah Longsor
Longsor dahsyat di Kalimantan Utara akibat hujan deras menyebabkan kerusakan parah pada 10 Juni 2012.,Tanah Longsor
Tanah longsor di Gorontalo menyapu akses jalan utama pada 3 Maret 2022.,Tanah Longsor
Tanah longsor di Riau merusak akses jalan utama pada 7 April 2013.,Tanah Longsor
Wilayah Bangka Belitung terganggu akibat longsor yang menerjang lereng bukit pada 22 Oktober 2005.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Sumatera Utara, warga terpaksa mengungsi pada 1 Juni 2015.",Tanah Longsor
Longsor dahsyat di Nusa Tenggara Barat akibat hujan lebat menyebabkan retakan dinding pada 15 Desember 2003.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Nusa Tenggara Timur, warga terpaksa berlindung pada 9 Oktober 2006.",Tanah Longsor
Tanah longsor di Kalimantan Selatan menerjang akses jalan utama pada 15 September 2015.,Tanah Longsor
"curah hujan ekstrem memicu longsor di Kepulauan Riau, warga terpaksa mengungsi pada 16 Februari 2002.",Tanah Longsor
Tanah longsor di Sulawesi Tenggara menghantam akses jalan utama pada 9 Maret 2021.,Tanah Longsor
Longsor dahsyat di Jakarta akibat hujan lebat menyebabkan retakan dinding pada 28 Oktober 2004.,Tanah Longsor
Wilayah Sulawesi Barat terganggu akibat longsor yang merusak lereng bukit pada 17 Oktober 2001.,Tanah Longsor
Longsor dahsyat di Bengkulu akibat curah hujan ekstrem menyebabkan retakan dinding pada 12 November 2021.,Tanah Longsor
Longsor dahsyat di Kalimantan Utara akibat hujan lebat menyebabkan runtuhnya rumah pada 14 Juni 2016.,Tanah Longsor
"badai hujan memicu longsor di Jawa Timur, warga terpaksa berlindung pada 12 Mei 2001.",Tanah Longsor
Tanah longsor di Sulawesi Tengah menghantam akses jalan utama pada 16 Februari 2001.,Tanah Longsor
Tanah longsor di Jakarta menyapu akses jalan utama pada 9 November 2012.,Tanah Longsor
Wilayah Bangka Belitung terganggu akibat longsor yang menyapu lereng bukit pada 18 Desember 2007.,Tanah Longsor
Tanah longsor di Riau menghantam akses jalan utama pada 3 Mei 2023.,Tanah Longsor
Tanah longsor di Kalimantan Utara menyapu akses jalan utama pada 8 Agustus 2021.,Tanah Longsor
Wilayah Sulawesi Tengah terganggu akibat longsor yang merusak lereng bukit pada 23 Juli 2010.,Tanah Longsor
Wilayah Kalimantan Selatan terganggu akibat longsor yang menerjang lereng bukit pada 17 April 2011.,Tanah Longsor
"badai hujan memicu longsor di Nusa Tenggara Barat, warga terpaksa berlindung pada 23 Agustus 2015.",Tanah Longsor
Longsor dahsyat di Jawa Tengah akibat curah hujan ekstrem menyebabkan kerusakan parah pada 10 September 2004.,Tanah Longsor
Longsor dahsyat di Papua akibat hujan deras menyebabkan runtuhnya rumah pada 12 Januari 2012.,Tanah Longsor
Wilayah Papua Barat terganggu akibat longsor yang menyapu lereng bukit pada 27 Maret 2012.,Tanah Longsor
Longsor dahsyat di Kalimantan Timur akibat hujan lebat menyebabkan runtuhnya rumah pada 15 September 2012.,Tanah Longsor
Wilayah Sulawesi Utara terganggu akibat longsor yang menerjang lereng bukit pada 17 April 2004.,Tanah Longsor
Longsor dahsyat di Nusa Tenggara Barat akibat curah hujan ekstrem menyebabkan kehancuran bangunan pada 14 Januari 2009.,Tanah Longsor
Wilayah Yogyakarta terganggu akibat longsor yang menyapu lereng bukit pada 2 April 2011.,Tanah Longsor
Tanah longsor di Kalimantan Utara menerjang akses jalan utama pada 6 September 2008.,Tanah Longsor
Wilayah Lampung terganggu akibat longsor yang merusak lereng bukit pada 24 Februari 2015.,Tanah Longsor
Wilayah Sulawesi Barat terganggu akibat longsor yang menerjang lereng bukit pada 25 Juli 2020.,Tanah Longsor
"badai hujan memicu longsor di Jawa Tengah, warga terpaksa mengungsi pada 2 Juli 2011.",Tanah Longsor
Wilayah Sulawesi Tenggara terganggu akibat longsor yang menerjang lereng bukit pada 17 Mei 2018.,Tanah Longsor
Longsor dahsyat di Jambi akibat badai hujan menyebabkan kehancuran bangunan pada 4 Oktober 2013.,Tanah Longsor
"badai hujan memicu longsor di Sulawesi Tenggara, warga terpaksa mengungsi pada 15 April 2011.",Tanah Longsor
Wilayah Bali terganggu akibat longsor yang menyapu lereng bukit pada 8 Mei 2012.,Tanah Longsor
Wilayah Gorontalo terganggu akibat longsor yang merusak lereng bukit pada 8 Februari 2013.,Tanah Longsor
"hujan deras memicu longsor di Bali, warga terpaksa menyelamatkan diri pada 1 April 2018.",Tanah Longsor
Longsor dahsyat di Sumatera Barat akibat hujan deras menyebabkan retakan dinding pada 3 April 2003.,Tanah Longsor
"badai hujan memicu longsor di Nusa Tenggara Barat, warga terpaksa menyelamatkan diri pada 25 September 2004.",Tanah Longsor
"hujan deras memicu longsor di Banten, warga terpaksa menyelamatkan diri pada 26 Desember 2005.",Tanah Longsor
Wilayah Kalimantan Selatan terganggu akibat longsor yang merusak lereng bukit pada 17 April 2008.,Tanah Longsor
Tanah longsor di Maluku Utara merusak akses jalan utama pada 28 Februari 2005.,Tanah Longsor
Tanah longsor di Jambi menghantam akses jalan utama pada 10 Desember 2014.,Tanah Longsor
Longsor dahsyat di Sulawesi Selatan akibat badai hujan menyebabkan kehancuran bangunan pada 24 Agustus 2006.,Tanah Longsor
Wilayah Jakarta terganggu akibat longsor yang menghantam lereng bukit pada 8 Agustus 2000.,Tanah Longsor
Tanah longsor di Papua menerjang akses jalan utama pada 4 Maret 2009.,Tanah Longsor
Wilayah Maluku terganggu akibat longsor yang menyapu lereng bukit pada 28 Februari 2017.,Tanah Longsor
Tanah longsor di Kalimantan Timur merusak akses jalan utama pada 23 Maret 2022.,Tanah Longsor
Wilayah Jawa Tengah terganggu akibat longsor yang menyapu lereng bukit pada 17 Mei 2010.,Tanah Longsor
Wilayah Maluku terganggu akibat longsor yang menyapu lereng bukit pada 18 Mei 2016.,Tanah Longsor
"badai hujan memicu longsor di Maluku Utara, warga terpaksa dievakuasi pada 19 Juli 2008.",Tanah Longsor
Longsor dahsyat di Sulawesi Utara akibat curah hujan ekstrem menyebabkan kerusakan parah pada 6 November 2008.,Tanah Longsor
Longsor dahsyat di Kalimantan Utara akibat hujan lebat menyebabkan retakan dinding pada 17 Juni 2005.,Tanah Longsor
Tanah longsor di Sumatera Utara menyapu akses jalan utama pada 21 Januari 2022.,Tanah Longsor
Longsor dahsyat di Bangka Belitung akibat badai hujan menyebabkan retakan dinding pada 12 Februari 2020.,Tanah Longsor
